customer_name,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,has_loyalty_card
Christina Edwards,0.0,,0.0,2.0,12444.0,3656.0,20.0,213.0,924.0,895.0,293.0,345.0,116.0,328.0,257.0,22.0,1.0,2019.0,38.73107819456302,-9.163214790328707,25.0,1,,19471.0,0
Ronald Contos,1.0,2.0,0.0,2.0,12617.0,254.0,6.0,250.0,292.0,512.0,833.0,79.0,793.0,142.0,209.0,195.0,0.1857007143752581,2010.0,38.74415199188312,-9.171641846912918,56.0,0,3.0,15981.0,0
Paul Osborne,1.0,0.0,1.0,5.0,9683.0,830.0,10.0,387.0,84.0,166.0,238.0,389.0,463.0,223.0,398.0,144.0,0.3436992793859564,2018.0,38.74420374993711,-9.111725545365376,80.0,0,1.0,12861.0,0
George Shah,2.0,0.0,2.0,2.0,10432.0,1925.0,8.0,251.0,130.0,381.0,478.0,377.0,293.0,70.0,274.0,99.0,0.1690354514584853,2018.0,38.74784856987272,-9.155933921147636,33.0,0,2.0,14611.0,0
John Cromer,2.0,0.0,2.0,2.0,10597.0,954.0,7.0,331.0,106.0,595.0,383.0,775.0,365.0,17.0,302.0,97.0,1.0,2019.0,38.74873804438233,-9.155708241632754,30.0,0,2.0,14425.0,0
James Rogers,1.0,1.0,0.0,1.0,18170.0,670.0,8.0,532.0,348.0,293.0,1020.0,443.0,1180.0,509.0,573.0,149.0,0.2425798596903655,2016.0,38.75916201819291,-9.139911354737002,73.0,0,2.0,23738.0,0
David Koerner,1.0,2.0,1.0,4.0,17651.0,6015.0,11.0,652.0,962.0,1712.0,,873.0,570.0,377.0,247.0,310.0,0.3092590628861532,2016.0,38.76023526993952,-9.149997236517851,49.0,0,3.0,29059.0,0
Michael Rew,1.0,0.0,1.0,3.0,12114.0,180.0,8.0,178.0,27.0,1023.0,15.0,502.0,1100.0,204.0,236.0,131.0,0.755155883126654,2015.0,38.752911044907584,-9.149920175589726,79.0,0,1.0,15579.0,0
Lisa Morrison,0.0,1.0,1.0,4.0,7288.0,315.0,14.0,273.0,142.0,49.0,1200.0,193.0,525.0,259.0,,53.0,0.1782359307736808,2018.0,38.74119682374174,-9.14460196944602,79.0,1,1.0,10244.0,1
John Davis,1.0,0.0,0.0,3.0,18584.0,4931.0,20.0,2413.0,709.0,330.0,51.0,35.0,514.0,152.0,232.0,94.0,0.1491899259870754,2009.0,38.78449940097046,-9.155565999264947,47.0,0,1.0,27951.0,0
Carrie Deblase,1.0,1.0,1.0,5.0,10129.0,1068.0,13.0,1396.0,674.0,51.0,355.0,60.0,2042.0,281.0,690.0,188.0,0.329421380125091,2016.0,38.77491195415405,-9.096620079510554,77.0,1,2.0,16746.0,0
Merle Kidwell,0.0,1.0,1.0,3.0,15099.0,361.0,14.0,1350.0,206.0,224.0,1815.0,479.0,266.0,328.0,323.0,100.0,1.0,2020.0,38.71184403855324,-9.15505233263481,46.0,0,1.0,20451.0,0
Lois Bryant,2.0,1.0,2.0,2.0,8031.0,1223.0,8.0,113.0,248.0,744.0,660.0,659.0,1045.0,85.0,439.0,101.0,0.5512219654925384,2021.0,38.74872211793822,-9.1575196450538,31.0,1,3.0,13247.0,0
Noel Winterbottom,0.0,1.0,0.0,5.0,14165.0,838.0,7.0,166.0,274.0,957.0,182.0,334.0,621.0,312.0,420.0,285.0,,2017.0,38.76128566466535,-9.115442463394825,60.0,0,1.0,18269.0,0
David Sanchez,1.0,1.0,0.0,5.0,10240.0,1114.0,8.0,2348.0,425.0,372.0,93.0,84.0,998.0,274.0,477.0,36.0,0.0760201285254948,2011.0,38.74891932440693,-9.153330357932676,72.0,0,2.0,16425.0,0
Frank Branch,0.0,1.0,1.0,4.0,8269.0,282.0,14.0,896.0,131.0,242.0,771.0,243.0,750.0,1496.0,306.0,44.0,1.0,2006.0,38.73978213079505,-9.116634926100748,41.0,0,1.0,13386.0,1
Helen Prewitt,1.0,1.0,1.0,6.0,17849.0,,18.0,1737.0,292.0,405.0,86.0,145.0,687.0,264.0,242.0,111.0,0.0835407915009847,2026.0,38.75925480472755,-9.184909272838777,28.0,1,2.0,21707.0,0
Randall Pach,1.0,0.0,1.0,5.0,12147.0,2432.0,11.0,337.0,158.0,420.0,1072.0,43.0,650.0,482.0,480.0,331.0,0.561339623947567,2018.0,38.79611997389154,-9.22047837981393,62.0,0,1.0,18221.0,0
Lucia Howard,1.0,0.0,1.0,5.0,806.0,2896.0,14.0,340.0,603.0,853.0,889.0,980.0,8.0,364.0,373.0,300.0,0.0722857972358983,2014.0,38.779888395689504,-9.117417975123413,35.0,1,1.0,8112.0,1
Julie Medeiros,1.0,0.0,1.0,4.0,17805.0,6528.0,19.0,276.0,325.0,304.0,587.0,1112.0,2290.0,251.0,343.0,257.0,1.0,2015.0,38.75508429945543,-9.12651564664258,86.0,1,1.0,29821.0,1
Frederic Garcia,0.0,0.0,0.0,2.0,10888.0,4759.0,21.0,148.0,336.0,1271.0,26.0,,167.0,347.0,161.0,24.0,,2020.0,38.71791586472557,-9.155857940950916,25.0,0,0.0,18103.0,0
John Mcvea,1.0,1.0,3.0,4.0,9746.0,6016.0,8.0,75.0,633.0,795.0,941.0,1495.0,1286.0,213.0,213.0,276.0,0.2408390443906015,2014.0,38.75690566015421,-9.184632366449678,61.0,0,2.0,21413.0,1
Velma Wentz,1.0,0.0,1.0,5.0,23380.0,443.0,20.0,632.0,210.0,227.0,957.0,411.0,635.0,173.0,69.0,110.0,0.9044150654469548,2008.0,38.758968111831706,-9.17120733784288,42.0,1,1.0,27137.0,1
Grace Mull,0.0,0.0,1.0,6.0,13567.0,627.0,16.0,672.0,161.0,688.0,658.0,1181.0,46.0,197.0,69.0,263.0,1.0,2015.0,38.74672047452656,-9.199709398027178,53.0,1,0.0,17866.0,0
John Eastman,0.0,0.0,0.0,2.0,11329.0,476.0,16.0,,351.0,1214.0,,357.0,140.0,194.0,163.0,21.0,0.9090317969144076,2021.0,38.74800838863504,-9.1592232580251,24.0,0,0.0,14224.0,0
Ronald Havel,1.0,1.0,1.0,8.0,7038.0,817.0,17.0,1052.0,190.0,178.0,716.0,239.0,302.0,339.0,627.0,17.0,0.958048815515786,2021.0,38.78401244178649,-9.191909397464356,53.0,0,2.0,11498.0,1
Carl Thompson,0.0,0.0,1.0,6.0,8030.0,4193.0,14.0,163.0,61.0,297.0,1175.0,876.0,549.0,328.0,260.0,264.0,0.8074939638476855,2017.0,38.7486871253572,-9.04076335693722,35.0,0,0.0,15932.0,0
Tamara Mullin,0.0,0.0,1.0,3.0,11096.0,2553.0,11.0,59.0,343.0,1592.0,687.0,597.0,138.0,1110.0,223.0,79.0,0.0775607632007191,2016.0,38.76260893163962,-9.175922622757076,31.0,1,0.0,18398.0,0
Dominique Merrill,2.0,0.0,2.0,2.0,10144.0,254.0,9.0,301.0,193.0,655.0,849.0,373.0,541.0,97.0,230.0,10.0,0.0580096927189857,2019.0,38.74754999965584,-9.15747554073018,36.0,1,2.0,13637.0,0
Scott Crane,1.0,2.0,1.0,4.0,16292.0,299.0,14.0,1573.0,490.0,410.0,130.0,134.0,2149.0,174.0,611.0,78.0,0.2247693930071067,2012.0,38.76130143333752,-9.083661641146062,77.0,0,3.0,22262.0,0
Linda House,1.0,1.0,2.0,5.0,35760.0,1848.0,17.0,1285.0,495.0,732.0,733.0,341.0,249.0,91.0,317.0,199.0,0.3949045429446109,2021.0,38.797566687935415,-9.120141931322571,50.0,1,2.0,41851.0,0
William Saenz,0.0,0.0,1.0,1.0,11857.0,2341.0,19.0,835.0,722.0,1167.0,1412.0,643.0,160.0,1408.0,202.0,71.0,0.2161409969752011,2011.0,38.72144963006276,-9.192621684285822,39.0,0,0.0,20747.0,0
Cecilia Ohl,0.0,0.0,1.0,2.0,6100.0,15351.0,20.0,153.0,298.0,736.0,752.0,1441.0,97.0,1813.0,143.0,71.0,0.1483564729188969,2014.0,38.76728732324153,-9.173442658438644,58.0,1,0.0,26884.0,0
Donald Ramsey,1.0,1.0,0.0,1.0,19807.0,1272.0,8.0,843.0,200.0,18.0,930.0,1084.0,775.0,2177.0,346.0,215.0,0.1727555683756942,2007.0,38.76596316829246,-9.173679093456384,60.0,0,2.0,27452.0,0
Kevin Layden,1.0,1.0,0.0,3.0,35969.0,1809.0,10.0,90.0,1129.0,676.0,1334.0,894.0,281.0,338.0,361.0,256.0,0.772177584645801,2006.0,38.74087699645364,-9.15421272430238,84.0,0,2.0,42881.0,1
Annalisa Copeland,1.0,1.0,2.0,2.0,24438.0,5234.0,14.0,989.0,1068.0,2029.0,1620.0,1556.0,225.0,472.0,260.0,482.0,0.0904649581453862,2013.0,38.78551395359922,-9.134102392579235,71.0,1,2.0,37891.0,0
William Grupe,0.0,1.0,1.0,6.0,12024.0,58.0,14.0,1488.0,96.0,69.0,1122.0,316.0,368.0,320.0,496.0,42.0,0.655679726886046,2009.0,38.70838743762253,-9.167020834313869,40.0,0,1.0,16357.0,1
Ruth Richey,0.0,0.0,1.0,2.0,565.0,4955.0,16.0,180.0,291.0,640.0,739.0,169.0,238.0,1814.0,338.0,63.0,0.0932871149674126,2019.0,38.741085131877504,-9.183413231423124,36.0,1,0.0,9929.0,0
Ernest Felty,0.0,0.0,0.0,6.0,20293.0,2009.0,22.0,492.0,437.0,1377.0,994.0,,410.0,258.0,369.0,256.0,0.8052260532798219,2017.0,38.71966946802244,-9.107601236147566,50.0,0,0.0,26639.0,0
Leigh Nation,1.0,1.0,0.0,3.0,10960.0,394.0,9.0,1158.0,669.0,313.0,275.0,97.0,2184.0,906.0,361.0,147.0,,2019.0,38.77010183387161,-9.070634415593055,55.0,1,2.0,17317.0,0
Linda Halsey,1.0,1.0,0.0,,11615.0,301.0,,1291.0,182.0,248.0,559.0,345.0,,95.0,318.0,83.0,0.6849440044826137,2009.0,38.784271882559295,-9.142445678684007,71.0,1,2.0,14954.0,1
Jeff Allen,3.0,1.0,0.0,5.0,7558.0,1104.0,14.0,1897.0,395.0,382.0,89.0,103.0,113.0,170.0,317.0,68.0,0.192329010645553,2014.0,38.74417036806731,-9.178761017314253,47.0,0,4.0,12128.0,0
John Kemper,1.0,1.0,1.0,4.0,8232.0,933.0,7.0,1151.0,337.0,151.0,86.0,40.0,2275.0,170.0,309.0,40.0,,2013.0,38.764319545601055,-9.16613553339426,35.0,0,2.0,13684.0,0
Thomas Gee,1.0,1.0,5.0,4.0,21971.0,364.0,14.0,314.0,682.0,785.0,991.0,670.0,1547.0,415.0,441.0,150.0,0.7427007974264985,2014.0,38.77430465942688,-9.125885430313112,64.0,0,2.0,28180.0,1
Regina Juan,1.0,0.0,1.0,2.0,13893.0,16787.0,17.0,767.0,513.0,619.0,1366.0,971.0,125.0,753.0,630.0,126.0,0.8439202679104201,2019.0,38.77245929847457,-9.192656247598636,37.0,1,1.0,36424.0,0
Wendy Polston,2.0,1.0,2.0,2.0,10145.0,1591.0,7.0,160.0,182.0,495.0,532.0,,913.0,132.0,291.0,60.0,0.1865719618605548,2024.0,38.74788961920473,-9.157419829555584,29.0,1,3.0,14441.0,0
Denise Moran,0.0,0.0,0.0,4.0,12104.0,294.0,16.0,142.0,154.0,189.0,582.0,285.0,567.0,90.0,215.0,46.0,0.9659185087137566,2005.0,38.77622376592836,-9.135321051934332,50.0,1,0.0,14622.0,1
Melissa Macduff,5.0,2.0,2.0,5.0,41951.0,3417.0,12.0,1146.0,267.0,1970.0,1790.0,1860.0,1135.0,296.0,527.0,192.0,,2005.0,38.7803939341154,-9.151486083446157,54.0,1,7.0,54359.0,0
Alexis Mirsky,2.0,1.0,3.0,2.0,38230.0,5191.0,19.0,624.0,562.0,720.0,870.0,1301.0,561.0,29.0,607.0,21.0,0.9507069395738356,2008.0,38.77260244392043,-9.139414710146676,84.0,1,3.0,48695.0,0
Cassandra Damm,1.0,1.0,1.0,6.0,14197.0,2471.0,7.0,1839.0,416.0,390.0,69.0,15.0,535.0,240.0,178.0,139.0,0.0394293906148702,2010.0,38.75899941667421,-9.167714213590674,44.0,1,2.0,20350.0,0
Elizabeth Cooley,1.0,1.0,1.0,5.0,8532.0,1727.0,9.0,267.0,866.0,68.0,616.0,511.0,132.0,355.0,434.0,224.0,0.4630652523238168,2021.0,38.77121701131885,-9.146265070687246,58.0,1,2.0,13508.0,0
Ronald Parks,1.0,1.0,0.0,6.0,13276.0,443.0,7.0,472.0,105.0,87.0,713.0,195.0,1067.0,16.0,470.0,50.0,0.5088571098548033,2015.0,38.74665284172296,-9.172378614858452,85.0,0,2.0,16844.0,1
Ella Howard,3.0,2.0,1.0,2.0,27722.0,4896.0,8.0,879.0,915.0,1476.0,2352.0,1602.0,1439.0,327.0,262.0,374.0,0.0766767685205597,2016.0,38.70899622255679,-9.156474790348502,49.0,1,5.0,41870.0,0
Mildred Reynolds,1.0,0.0,1.0,2.0,8404.0,1700.0,10.0,1851.0,323.0,427.0,73.0,69.0,1158.0,232.0,332.0,120.0,0.0918373383655279,2013.0,38.751196856337245,-9.123955633299415,48.0,1,1.0,14569.0,0
Johnny Walters,0.0,1.0,1.0,4.0,9476.0,1620.0,14.0,1761.0,459.0,6.0,710.0,97.0,2535.0,58.0,378.0,155.0,0.0400339172595989,2013.0,38.74089488821789,-9.108719805911493,80.0,0,1.0,17100.0,0
Marian Bramlett,1.0,0.0,1.0,2.0,16902.0,245.0,17.0,1709.0,158.0,152.0,1003.0,463.0,246.0,407.0,43.0,20.0,0.942374344475849,2017.0,38.76876407164889,-9.185038359574303,46.0,1,1.0,21328.0,1
Evelyn Challender,1.0,0.0,1.0,5.0,11862.0,3347.0,12.0,998.0,205.0,590.0,417.0,46.0,1256.0,160.0,469.0,170.0,0.3721005789955746,2017.0,38.714976173996085,-9.205263370681076,37.0,1,1.0,19350.0,0
Jimmy Bloom,0.0,1.0,0.0,,14699.0,79.0,21.0,1999.0,483.0,275.0,23.0,86.0,747.0,148.0,483.0,82.0,0.1386108737877299,2014.0,38.7596186496521,-9.155755204392058,66.0,0,1.0,19022.0,0
David Rooney,2.0,0.0,2.0,3.0,12606.0,759.0,10.0,917.0,447.0,851.0,236.0,387.0,184.0,128.0,152.0,20.0,0.0489569064515358,2019.0,38.74796443796768,-9.157384799325127,34.0,0,2.0,16667.0,0
Anna Broad,0.0,0.0,0.0,1.0,4843.0,11374.0,22.0,224.0,760.0,1252.0,1402.0,215.0,99.0,1214.0,298.0,118.0,0.1590389688169994,2015.0,38.76928547274289,-9.191961435838946,80.0,1,0.0,21681.0,0
Kelly Hass,2.0,1.0,2.0,4.0,10459.0,1117.0,6.0,297.0,169.0,993.0,562.0,584.0,90.0,68.0,64.0,76.0,0.3904956212237599,2014.0,38.74738421237771,-9.156840145513884,30.0,1,3.0,14403.0,0
Desiree King,1.0,,1.0,1.0,14072.0,2146.0,14.0,2427.0,441.0,351.0,44.0,66.0,845.0,1603.0,154.0,101.0,0.1742697315565878,2014.0,38.71372766052799,-9.193528081602384,38.0,1,,22149.0,0
Mary Hoggard,0.0,1.0,2.0,5.0,15622.0,2864.0,7.0,231.0,430.0,866.0,948.0,306.0,405.0,,37.0,186.0,0.6587511840676649,2012.0,38.79758598413741,-9.146060942245622,76.0,1,1.0,21709.0,0
Jan Jeanpierre,0.0,0.0,0.0,2.0,9323.0,578.0,21.0,190.0,368.0,1559.0,257.0,579.0,280.0,338.0,643.0,27.0,0.1042614519887958,2021.0,38.73963099939949,-9.160979681613846,25.0,1,0.0,14115.0,0
Christopher Jones,5.0,5.0,2.0,1.0,31409.0,4819.0,12.0,608.0,772.0,1770.0,1255.0,1255.0,1390.0,413.0,318.0,261.0,0.1353520371485971,2018.0,38.75568427851933,-9.18358567286118,44.0,0,10.0,44009.0,0
Chrystal Koch,1.0,1.0,1.0,5.0,13016.0,1817.0,19.0,1936.0,433.0,301.0,32.0,,1190.0,,94.0,78.0,0.0848343755564259,2010.0,38.72470326637789,-9.130853204679054,75.0,1,2.0,18819.0,0
Justin Earwood,1.0,1.0,2.0,3.0,29819.0,3739.0,23.0,313.0,631.0,492.0,1142.0,1099.0,353.0,253.0,485.0,266.0,0.6627791432090404,2011.0,38.762992546325954,-9.13372445359709,74.0,0,2.0,38326.0,1
Debbie Buford,1.0,2.0,0.0,1.0,9323.0,354.0,9.0,742.0,287.0,658.0,377.0,742.0,1104.0,191.0,347.0,193.0,0.1921734782531733,2014.0,38.73055628888936,-9.148342282401286,53.0,1,3.0,14125.0,0
Charles Cipriano,1.0,5.0,,3.0,27509.0,5186.0,8.0,666.0,952.0,2357.0,1546.0,1157.0,671.0,520.0,510.0,410.0,0.0335989657074088,2003.0,38.73155348772657,-9.12927716871567,85.0,0,6.0,41074.0,0
David Namdar,1.0,0.0,1.0,5.0,4724.0,816.0,8.0,227.0,179.0,187.0,703.0,260.0,464.0,108.0,420.0,63.0,0.492554214029577,2013.0,38.75268306619756,-9.18908751652747,67.0,0,1.0,8088.0,1
Donna Aronson,1.0,1.0,2.0,4.0,13116.0,123.0,14.0,132.0,98.0,149.0,239.0,107.0,272.0,45.0,90.0,2.0,1.0,2018.0,38.74673624263368,-9.189365581394783,40.0,1,2.0,14371.0,1
Kimberly Keith,0.0,1.0,0.0,2.0,9555.0,176.0,16.0,,235.0,159.0,1341.0,192.0,421.0,171.0,244.0,77.0,0.9447832889596834,2005.0,38.7811926670627,-9.133035746892206,45.0,1,1.0,12494.0,1
Herbert Gregory,2.0,0.0,2.0,2.0,16428.0,176.0,10.0,102.0,164.0,452.0,836.0,435.0,180.0,215.0,584.0,39.0,0.128251383874389,2017.0,38.74755637563551,-9.156141065317032,32.0,0,2.0,19572.0,0
John Lat,,1.0,,5.0,8660.0,29.0,14.0,536.0,226.0,117.0,894.0,358.0,237.0,171.0,142.0,106.0,0.8163843320049213,2020.0,38.76895168382613,-9.123289238177469,81.0,0,,11370.0,1
Erasmo Kulikowski,1.0,1.0,0.0,2.0,1406.0,,23.0,263.0,169.0,144.0,803.0,243.0,475.0,345.0,678.0,32.0,0.0655770435192595,2021.0,38.786545256412985,-9.171354857734524,50.0,0,2.0,4526.0,1
Sally Catalan,1.0,0.0,1.0,6.0,21322.0,798.0,21.0,420.0,147.0,883.0,667.0,254.0,206.0,167.0,192.0,193.0,0.4638998539052207,2021.0,38.70338321789143,-9.201330428397188,38.0,1,1.0,25056.0,0
Robert George,1.0,1.0,2.0,6.0,21434.0,4801.0,10.0,364.0,1086.0,1051.0,779.0,1279.0,1367.0,251.0,355.0,236.0,0.7735351440435299,2007.0,38.72917808272434,-9.194180836408432,63.0,0,2.0,32767.0,1
James Bilsborough,0.0,0.0,1.0,3.0,2356.0,184.0,19.0,772.0,87.0,129.0,985.0,425.0,515.0,374.0,481.0,40.0,0.1767473293146492,2012.0,38.72200036444729,-9.13870864094046,60.0,0,0.0,6308.0,1
Margaret Jones,8.0,1.0,1.0,1.0,30454.0,5571.0,11.0,450.0,677.0,1465.0,1739.0,1342.0,731.0,553.0,352.0,299.0,0.2654755276170657,2015.0,38.786071221195925,-9.130165767340376,60.0,1,9.0,43334.0,0
Jamey Ortega,1.0,1.0,1.0,1.0,7710.0,1910.0,11.0,2278.0,503.0,468.0,20.0,142.0,1124.0,224.0,318.0,118.0,0.1804306594858441,2018.0,38.71149082933352,-9.17040219293796,51.0,0,2.0,14697.0,0
Jeremy Haynes,1.0,0.0,0.0,4.0,4898.0,1005.0,19.0,591.0,134.0,127.0,662.0,182.0,532.0,246.0,147.0,51.0,1.0,2010.0,38.70942980079112,-9.121634669330604,67.0,0,1.0,8524.0,0
Rita Hall,1.0,1.0,0.0,2.0,9244.0,2982.0,9.0,1957.0,269.0,407.0,70.0,165.0,769.0,110.0,429.0,78.0,0.1662222390977756,2029.0,38.76816025657072,-9.170040372521282,25.0,1,2.0,16402.0,0
Norma Marsh,1.0,1.0,1.0,1.0,8023.0,2166.0,11.0,2213.0,332.0,371.0,57.0,35.0,281.0,216.0,447.0,45.0,0.0505972230092378,2014.0,38.76216137372162,-9.195663683603073,66.0,1,2.0,14141.0,0
John Hardie,0.0,0.0,0.0,2.0,9705.0,1849.0,18.0,19.0,405.0,1607.0,1137.0,701.0,244.0,311.0,234.0,36.0,0.1943947574158842,2021.0,38.73122938093499,-9.156605170023733,24.0,0,0.0,16212.0,0
Adam Dollar,0.0,0.0,0.0,2.0,22844.0,1057.0,6.0,251.0,158.0,119.0,523.0,317.0,646.0,1196.0,643.0,203.0,0.150734056417725,2020.0,38.7293279535481,-9.150235179213135,37.0,0,0.0,27754.0,0
Margaret Reynolds,1.0,0.0,0.0,4.0,15016.0,494.0,23.0,811.0,235.0,284.0,656.0,405.0,407.0,92.0,338.0,81.0,0.2315468146730845,2021.0,38.76124527325416,-9.150401599470928,45.0,1,1.0,18738.0,1
Dianne Hewitt,0.0,1.0,0.0,2.0,12629.0,703.0,7.0,479.0,422.0,428.0,1004.0,597.0,804.0,227.0,418.0,96.0,0.132567016137507,2015.0,38.730885192079896,-9.146505880000015,62.0,1,1.0,17711.0,0
Isabel Solomon,2.0,1.0,2.0,2.0,6317.0,599.0,13.0,164.0,255.0,427.0,401.0,83.0,649.0,115.0,318.0,32.0,1.0,2024.0,38.74767509393759,-9.15583826605172,30.0,1,3.0,9328.0,0
Kathryn Smith,1.0,0.0,1.0,5.0,8506.0,275.0,8.0,1108.0,574.0,18.0,69.0,206.0,,134.0,365.0,72.0,0.2940551863369934,2019.0,38.74333842682026,-9.170016195782578,83.0,1,1.0,11255.0,0
Mary White,1.0,0.0,1.0,2.0,13156.0,149.0,14.0,1579.0,348.0,72.0,44.0,709.0,1644.0,298.0,243.0,117.0,0.2778966978850533,2018.0,38.758450731207,-9.180343748021953,67.0,1,1.0,18242.0,0
Patricia Hines,1.0,1.0,2.0,6.0,33004.0,1107.0,13.0,595.0,111.0,97.0,874.0,1122.0,1064.0,192.0,220.0,265.0,0.1279157209053771,2021.0,38.71106779822986,-9.15142793104188,51.0,1,2.0,38386.0,0
Matthew Le,1.0,1.0,1.0,5.0,1529.0,2076.0,17.0,1962.0,526.0,436.0,48.0,36.0,791.0,233.0,,58.0,0.1538822596439161,2019.0,38.75034469264929,-9.178678440054467,35.0,0,2.0,7637.0,0
Paul Lincoln,2.0,1.0,0.0,1.0,23439.0,1228.0,6.0,90.0,278.0,549.0,682.0,144.0,694.0,192.0,696.0,136.0,0.2876281245615391,2012.0,38.76686947148741,-9.166458658636394,67.0,0,3.0,27992.0,0
Quinn Richards,1.0,0.0,0.0,4.0,10842.0,996.0,16.0,1469.0,796.0,159.0,176.0,146.0,2690.0,74.0,605.0,83.0,0.1306984427218754,2015.0,38.75770822849841,-9.077426220122526,86.0,0,1.0,17953.0,0
Lenora Sweeney,0.0,1.0,0.0,1.0,36923.0,11040.0,11.0,483.0,556.0,402.0,954.0,1719.0,1132.0,723.0,320.0,341.0,0.6161978131399986,2014.0,38.74573583927295,-9.137764735617754,67.0,1,1.0,54252.0,0
Brandi Sibbett,1.0,0.0,1.0,4.0,43395.0,3699.0,14.0,311.0,937.0,1159.0,997.0,905.0,66.0,435.0,390.0,231.0,0.5338535036420559,2024.0,38.75734900172669,-9.120581881862684,29.0,1,1.0,52294.0,1
Geoffrey Loque,1.0,3.0,1.0,3.0,16198.0,1405.0,8.0,1466.0,854.0,119.0,49.0,103.0,1838.0,263.0,368.0,136.0,,2016.0,38.75770444473247,-9.156793227079042,40.0,0,4.0,22663.0,0
Allene Jackson,0.0,1.0,1.0,2.0,75237.0,7102.0,14.0,839.0,73.0,456.0,826.0,1184.0,327.0,419.0,290.0,122.0,,2015.0,38.70831860993325,-9.172344023520765,30.0,1,1.0,86753.0,0
Jeffery Soucy,1.0,1.0,0.0,1.0,4711.0,1213.0,10.0,2157.0,482.0,422.0,41.0,118.0,725.0,1173.0,297.0,45.0,0.1392457558282822,2013.0,38.75124831729894,-9.175890545637436,86.0,0,2.0,11339.0,0
William King,0.0,0.0,2.0,4.0,9220.0,544.0,14.0,1160.0,101.0,86.0,998.0,31.0,268.0,79.0,428.0,58.0,,2015.0,38.74742426001041,-9.128213547133262,65.0,0,0.0,12915.0,1
Jessica Anderson,5.0,3.0,1.0,1.0,36504.0,4977.0,8.0,1655.0,946.0,1858.0,1271.0,1753.0,1037.0,448.0,182.0,379.0,0.1056257479329914,2012.0,38.71031483694903,-9.14231415339692,59.0,1,8.0,50631.0,0
Anna Gilmore,1.0,1.0,2.0,2.0,976.0,24029.0,14.0,1462.0,384.0,864.0,371.0,383.0,128.0,,424.0,483.0,,2019.0,38.74672936564898,-9.178779258844989,24.0,1,2.0,29021.0,0
Kenneth Valencia,4.0,2.0,0.0,3.0,30262.0,5967.0,9.0,1369.0,792.0,1071.0,1340.0,2210.0,1037.0,461.0,388.0,347.0,0.117139293237769,2015.0,38.7378052540709,-9.15956635473515,82.0,0,6.0,44897.0,0
Katherine Bailey,1.0,0.0,0.0,3.0,377.0,994.0,14.0,2158.0,421.0,325.0,23.0,95.0,713.0,200.0,322.0,112.0,0.0990693601719024,2014.0,38.76034634278064,-9.158601380942711,70.0,1,1.0,5628.0,0
Martha Evans,0.0,1.0,1.0,3.0,3097.0,262.0,17.0,197.0,114.0,190.0,873.0,242.0,553.0,274.0,462.0,75.0,0.2920569433105076,2017.0,38.7245233212245,-9.149146530427306,68.0,1,1.0,6264.0,1
Judith Ramirez,0.0,0.0,1.0,1.0,9198.0,15328.0,8.0,323.0,688.0,597.0,776.0,770.0,191.0,927.0,600.0,210.0,0.1926286083321128,2011.0,38.7241768165369,-9.159997298548005,39.0,1,0.0,29398.0,0
John Milot,2.0,1.0,1.0,1.0,16419.0,3007.0,23.0,366.0,560.0,676.0,1022.0,901.0,303.0,1553.0,13.0,36.0,0.2509842103155816,2020.0,38.72196712284374,-9.165980025667707,47.0,0,3.0,24820.0,0
Crystal Vil,1.0,1.0,1.0,5.0,29098.0,3620.0,14.0,113.0,391.0,963.0,680.0,577.0,531.0,238.0,361.0,253.0,0.3267486431450229,2016.0,38.75026041020996,-9.127537999328636,44.0,1,2.0,36572.0,0
Dominic Hannon,4.0,4.0,3.0,4.0,25338.0,,11.0,962.0,906.0,879.0,2084.0,1241.0,274.0,465.0,,211.0,0.2553805670433556,2008.0,38.73098185030364,-9.194603412119935,78.0,0,8.0,32149.0,0
Kenneth Fails,2.0,2.0,2.0,4.0,20906.0,5619.0,12.0,512.0,1031.0,1435.0,802.0,1234.0,1008.0,383.0,450.0,296.0,0.1831515036528674,2012.0,38.70798306437823,-9.122051957139888,86.0,0,4.0,33380.0,0
Edna Hornbrook,2.0,1.0,2.0,3.0,10621.0,1460.0,14.0,313.0,196.0,349.0,500.0,185.0,726.0,1.0,277.0,101.0,0.194711632267899,2019.0,38.74684826432082,-9.156971298257162,33.0,1,3.0,14628.0,0
Daryl Mcgraw,1.0,0.0,1.0,5.0,21460.0,431.0,6.0,1449.0,607.0,151.0,266.0,76.0,1589.0,170.0,576.0,67.0,0.043917836941924,2021.0,38.77223440601532,-9.099852476166236,41.0,0,1.0,26775.0,0
Rayna Breton,2.0,0.0,2.0,3.0,10390.0,1915.0,10.0,214.0,265.0,1029.0,608.0,527.0,245.0,145.0,200.0,37.0,1.0,2020.0,38.747934198103735,-9.156609758021649,32.0,1,2.0,15538.0,0
